Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
CAVE6,CAIN37,Carex inflata Huds.,hybrid violet,Cyperaceae
CAVE6,CAMO24,Carex monile Tuck.,hybrid violet,Cyperaceae
CAVE6,CARA14,Carex raeana Boott,hybrid violet,Cyperaceae
CAVE6,CAVED,Carex vesicaria L. var. distenta Fr.,hybrid violet,Cyperaceae
CAVE6,CAVEJ,Carex vesicaria L. var. jejuna Fernald,hybrid violet,Cyperaceae
CAVE6,CAVEL,Carex vesicaria L. var. laurentiana Fernald,hybrid violet,Cyperaceae
CAVE6,CAVEM2,Carex vesicaria L. var. monile (Tuck.) Fernald,hybrid violet,Cyperaceae
CAVE6,CAVER,Carex vesicaria L. var. raeana (Boott) Fernald,hybrid violet,Cyperaceae
CAVE6,CAVEV2,Carex vesicaria L. var. vesicaria,hybrid violet,Cyperaceae
CAVE9,ABAB3,Carex vestita Willd.,velvet sedge,Cyperaceae
CAVI4,ABAB3,Carex virescens Muhl. ex Willd.,ribbed sedge,Cyperaceae
CAVI4,CACO47,Carex costata Schwein.,hybrid violet,Cyperaceae
CAVI4,CAVIC,Carex virescens Muhl. ex Willd. var. costata (Schwein.) Dewey,hybrid violet,Cyperaceae
CAVI5,ABAB3,Carex viridula Michx.,little green sedge,Cyperaceae
CAVIO,ABAB3,Carex viridula Michx. ssp. oedocarpa (Andersson) B. Schmid,little green sedge,Cyperaceae
CAVIO,CADE17,Carex demissa Hornem.,hybrid violet,Cyperaceae
CAVIV,ABAB3,Carex viridula Michx. ssp. viridula,little green sedge,Cyperaceae
CAVIV,CAOE,"Carex oederi Ehrh., nom. illeg.",hybrid violet,Cyperaceae
CAVIV,CAOEV,Carex oederi Retz. ssp. viridula (Michx.) Hultén,hybrid violet,Cyperaceae
CAVIV,CAOER,Carex oederi Retz. var. recterostrata (Vict.) Dorn,hybrid violet,Cyperaceae
CAVIV,CASE23,Carex serotina Mérat,hybrid violet,Cyperaceae
CAVIV,CAVIV2,Carex viridula Michx. var. viridula,hybrid violet,Cyperaceae
CAVU2,ABAB3,Carex vulpinoidea Michx.,fox sedge,Cyperaceae
CAVUV,ABAB3,Carex vulpinoidea Michx. var. vulpinoidea,fox sedge,Cyperaceae
CAVUV,CASE22,Carex setacea Dewey,hybrid violet,Cyperaceae
CAWI2,ABAB3,Carex willdenowii Schkuhr ex Willd.,Willdenow's sedge,Cyperaceae
CAWI2,CAWIW,Carex willdenowii Schkuhr ex Willd. var. willdenowii,hybrid violet,Cyperaceae
CAWO2,ABAB3,Carex woodii Dewey,pretty sedge,Cyperaceae
CAWO2,CACO49,Carex colorata Mack.,hybrid violet,Cyperaceae
CAWO2,CATEW,Carex tetanica Schkuhr var. woodii (Dewey) Alph. Wood,hybrid violet,Cyperaceae
CLADI,ABAB3,Cladium P. Br.,sawgrass,Cyperaceae
CLMA,ABAB3,Cladium mariscoides (Muhl.) Torr.,smooth sawgrass,Cyperaceae
CLMA,MAMA20,Mariscus mariscoides (Muhl.) Kuntze,hybrid violet,Cyperaceae
CYAM2,ABAB3,Cyperus amuricus Maxim.,Asian flatsedge,Cyperaceae
CYAM2,CYMI4,Cyperus microiria Steud.,hybrid violet,Cyperaceae
CYBI6,ABAB3,Cyperus bipartitus Torr.,slender flatsedge,Cyperaceae
CYBI6,CYNIR,Cyperus niger Ruiz & Pav. var. rivularis (Kunth) V.E. Grant,hybrid violet,Cyperaceae
CYBI6,CYRI,Cyperus rivularis Kunth,hybrid violet,Cyperaceae
CYBI6,PYRI2,Pycreus rivularis (Kunth) Palla,hybrid violet,Cyperaceae
CYDE2,ABAB3,Cyperus dentatus Torr.,toothed flatsedge,Cyperaceae
CYDI3,ABAB3,Cyperus diandrus Torr.,umbrella flatsedge,Cyperaceae
CYEC2,ABAB3,Cyperus echinatus (L.) Alph. Wood,globe flatsedge,Cyperaceae
CYEC2,CYOV,Cyperus ovularis (Michx.) Torr.,hybrid violet,Cyperaceae
CYEC2,CYOVS,Cyperus ovularis (Michx.) Torr. var. sphaericus Boeckeler,hybrid violet,Cyperaceae
CYER2,ABAB3,Cyperus erythrorhizos Muhl.,redroot flatsedge,Cyperaceae
CYER2,CYHA8,Cyperus halei Torr. ex Britton,hybrid violet,Cyperaceae
CYES,ABAB3,Cyperus esculentus L.,yellow nutsedge,Cyperaceae
CYESL,ABAB3,Cyperus esculentus L. var. leptostachyus Boeckeler,yellow nutsedge,Cyperaceae
CYESL,CYESA,Cyperus esculentus L. var. angustispicatus Britton,hybrid violet,Cyperaceae
CYFI,ABAB3,Cyperus filicinus Vahl,fern flatsedge,Cyperaceae
CYFI,CYNU4,Cyperus nuttallii Eddy,hybrid violet,Cyperaceae
CYFI,CYPOF,Cyperus polystachyos Rottb. var. filicinus (Vahl) C.B. Clarke,hybrid violet,Cyperaceae
CYFI,CYPOM2,Cyperus polystachyos Rottb. var. macrostachyus Boeckeler,hybrid violet,Cyperaceae
CYFU3,ABAB3,Cyperus fuscus L.,brown flatsedge,Cyperaceae
CYGR2,ABAB3,Cyperus grayi Torr.,Gray's flatsedge,Cyperaceae
CYGR2,CYFIO,Cyperus filiculmis Vahl var. oblitus Fernald & Grisc.,hybrid violet,Cyperaceae
CYLU2,ABAB3,Cyperus lupulinus (Spreng.) Marcks,Great Plains flatsedge,Cyperaceae
CYLUL,ABAB3,Cyperus lupulinus (Spreng.) Marcks ssp. lupulinus,Great Plains flatsedge,Cyperaceae
CYLUL,CYFI2,Cyperus filiculmis auct. non Vahl,hybrid violet,Cyperaceae
CYLUL,CYMA16,Cyperus martindalei auct. non Britton,hybrid violet,Cyperaceae
CYLUL,MAFI2,Mariscus filiculmis auct. non (Vahl) T. Koyama,hybrid violet,Cyperaceae
CYLUM,ABAB3,Cyperus lupulinus (Spreng.) Marcks ssp. macilentus (Fernald) Marcks,Great Plains flatsedge,Cyperaceae
CYLUM,CYBU4,Cyperus bushii Britton,hybrid violet,Cyperaceae
CYLUM,CYFIM,Cyperus filiculmis Vahl var. macilentus Fernald,hybrid violet,Cyperaceae
CYOD,ABAB3,Cyperus odoratus L.,fragrant flatsedge,Cyperaceae
CYOD,CYAC6,Cyperus acicularis Schrad. ex Nees,hybrid violet,Cyperaceae
CYOD,CYEG,Cyperus eggersii Boeckeler,hybrid violet,Cyperaceae
CYOD,CYEN,Cyperus engelmannii Steud.,hybrid violet,Cyperaceae
CYOD,CYFE3,Cyperus ferax Rich.,hybrid violet,Cyperaceae
CYOD,CYFE4,Cyperus ferruginescens Boeckeler,hybrid violet,Cyperaceae
CYOD,CYLO9,Cyperus longispicatus J.B.S. Norton,hybrid violet,Cyperaceae
CYOD,CYMA20,Cyperus macrocephalus Liebm.,hybrid violet,Cyperaceae
CYOD,CYMAE2,"Cyperus macrocephalus Liebm. var. eggersii (Boeckeler) S.D. Jones, Wipff & R. Carter",hybrid violet,Cyperaceae
CYOD,CYODA,Cyperus odoratus L. var. acicularis (Schrad. ex Nees) O'Neill,hybrid violet,Cyperaceae
CYOD,CYODE,Cyperus odoratus L. var. engelmannii (Steud.) R. Carter & S.D. Jones,hybrid violet,Cyperaceae
CYOD,CYODS,"Cyperus odoratus L. var. squarrosus (Britton) S.D. Jones, Wipff & R. Carter",hybrid violet,Cyperaceae
CYOD,CYSP6,Cyperus speciosus Vahl,hybrid violet,Cyperaceae
CYOD,CYSPS2,Cyperus speciosus Vahl var. squarrosus Britton,hybrid violet,Cyperaceae
CYOD,MAHU,Mariscus huarmensis Kunth,hybrid violet,Cyperaceae
CYOD,TOCO3,Torulinium confertum Desv. ex Ham.,hybrid violet,Cyperaceae
CYOD,TOEG,Torulinium eggersii (Boeckeler) C.B. Clarke,hybrid violet,Cyperaceae
CYOD,TOOD,Torulinium odoratum (L.) S. Hooper,hybrid violet,Cyperaceae
CYPER,ABAB3,Cyperus L.,flatsedge,Cyperaceae
CYSQ,ABAB3,Cyperus squarrosus L.,bearded flatsedge,Cyperaceae
CYSQ,CYAR3,Cyperus aristatus Rottb.,hybrid violet,Cyperaceae
CYSQ,CYARR,Cyperus aristatus Rottb. var. runyonii O'Neill,hybrid violet,Cyperaceae
CYSQ,CYIN9,Cyperus inflexus Muhl.,hybrid violet,Cyperaceae
CYSQ,CYSQR,Cyperus squarrosus L. var. runyonii (O'Neill) S.D. Jones & Wipff,hybrid violet,Cyperaceae
CYST,ABAB3,Cyperus strigosus L.,strawcolored flatsedge,Cyperaceae
CYST,CYHA9,Cyperus hansenii Britton,hybrid violet,Cyperaceae
CYST,CYST2,Cyperus stenolepis Torr.,hybrid violet,Cyperaceae
CYST,CYSTC,Cyperus strigosus L. var. capitatus Boeckeler,hybrid violet,Cyperaceae
CYST,CYSTM,Cyperus strigosus L. var. multiflorus Geise,hybrid violet,Cyperaceae
CYST,CYSTR,Cyperus strigosus L. var. robustior Britton,hybrid violet,Cyperaceae
CYST,CYSTS,Cyperus strigosus L. var. stenolepis (Torr.) Kük.,hybrid violet,Cyperaceae
DUAR3,ABAB3,Dulichium arundinaceum (L.) Britton,three-way sedge,Cyperaceae
DUARA,ABAB3,Dulichium arundinaceum (L.) Britton var. arundinaceum,three-way sedge,Cyperaceae
DULIC,ABAB3,Dulichium Pers.,dulichium,Cyperaceae
ELAC,ABAB3,Eleocharis acicularis (L.) Roem. & Schult.,needle spikerush,Cyperaceae
ELACA,ABAB3,Eleocharis acicularis (L.) Roem. & Schult. var. acicularis,needle spikerush,Cyperaceae
ELACA,ELACG,Eleocharis acicularis (L.) Roem. & Schult. var. gracilescens Svens.,hybrid violet,Cyperaceae
ELACA,ELACO,Eleocharis acicularis (L.) Roem. & Schult. var. occidentalis Svens.,hybrid violet,Cyperaceae
ELACA,ELACS,Eleocharis acicularis (L.) Roem. & Schult. var. submersa (Hj. Nilss.) Svens.,hybrid violet,Cyperaceae
ELACA,ELACT,Eleocharis acicularis (L.) Roem. & Schult. var. typica Svens.,hybrid violet,Cyperaceae
ELAE2,ABAB3,Eleocharis aestuum D.M. Hines ex A. Haines,tidal spikerush,Cyperaceae
ELDI2,ABAB3,Eleocharis diandra C. Wright,Wright's spikerush,Cyperaceae
ELDI2,ELDID,Eleocharis diandra C. Wright var. depressa Fernald,hybrid violet,Cyperaceae
ELDI2,ELOB4,Eleocharis obtusa auct. non (Willd.) Schult.,hybrid violet,Cyperaceae
ELDI2,ELOV2,"Eleocharis ovata Britton, ined.?",hybrid violet,Cyperaceae
ELDI2,ELOV3,Eleocharis ovata auct. non (Roth) Roem. & Schult.,hybrid violet,Cyperaceae
ELEL4,ABAB3,Eleocharis elliptica Kunth,elliptic spikerush,Cyperaceae
ELEL4,ELCAB3,Eleocharis capitata (L.) R. Br. var. borealis Svens.,hybrid violet,Cyperaceae
ELEL4,ELCOB,Eleocharis compressa Sull. var. borealis (Svens.) Drapalik & Mohlenbr.,hybrid violet,Cyperaceae
ELEL4,ELTEB,Eleocharis tenuis (Willd.) Schult. var. borealis (Svens.) Gleason,hybrid violet,Cyperaceae
ELEN,ABAB3,Eleocharis engelmannii Steud.,Engelmann's spikerush,Cyperaceae
ELEN,ELENM,Eleocharis engelmannii Steud. var. monticola (Fernald) Svens.,hybrid violet,Cyperaceae
ELEN,ELENR,Eleocharis engelmannii Steud. var. robusta Fernald,hybrid violet,Cyperaceae
ELEN,ELMO7,Eleocharis monticola Fernald,hybrid violet,Cyperaceae
ELEN,ELMOP,Eleocharis monticola Fernald var. pallida H. St. John,hybrid violet,Cyperaceae
ELEN,ELOBD,Eleocharis obtusa (Willd.) Schult. var. detonsa (A. Gray) Drapalik & Mohlenbr.,hybrid violet,Cyperaceae
ELEN,ELOBE,Eleocharis obtusa (Willd.) Schult. var. engelmannii (Steud.) Gilly,hybrid violet,Cyperaceae
ELEN,ELOVD,Eleocharis ovata (Roth) Roem. & Schult. var. detonsa (A. Gray) Mohlenbr.,hybrid violet,Cyperaceae
ELEN,ELOVE,Eleocharis ovata (Roth) Roem. & Schult. var. engelmannii (Steud.) Britton,hybrid violet,Cyperaceae
ELEOC,ABAB3,Eleocharis R. Br.,spikerush,Cyperaceae
ELEQ,ABAB3,Eleocharis equisetoides (Elliott) Torr.,jointed spikesedge,Cyperaceae
ELEQ,ELEL7,Eleocharis elliottii A. Dietr.,hybrid violet,Cyperaceae
ELEQ,SCEQ,Scirpus equisetoides Elliott,hybrid violet,Cyperaceae
ELER,ABAB3,Eleocharis erythropoda Steud.,bald spikerush,Cyperaceae
ELER,ELCA8,Eleocharis calva Torr.,hybrid violet,Cyperaceae
ELER,SCGL8,"Scirpus glaucus Torr., nom. inq.",hybrid violet,Cyperaceae
ELER,TRPAC2,Trichophorum palustre (L.) Farw. var. calvum (Torr.) House,hybrid violet,Cyperaceae
ELFL,ABAB3,Eleocharis flavescens (Poir.) Urb.,yellow spikerush,Cyperaceae
ELHA2,ABAB3,Eleocharis halophila (Fernald & Brack.) Fernald & Brack.,saltmarsh spikerush,Cyperaceae
ELHA2,ELUNH,Eleocharis uniglumis (Link) Schult. var. halophila Fernald & Brack.,hybrid violet,Cyperaceae
ELIN,ABAB3,Eleocharis intermedia Schult.,matted spikerush,Cyperaceae
ELMI2,ABAB3,Eleocharis microcarpa Torr.,smallfruit spikerush,Cyperaceae
ELMI2,ELMIF,Eleocharis microcarpa Torr. var. filiculmis Torr.,hybrid violet,Cyperaceae
ELMI2,ELTO3,Eleocharis torreyana Boeckeler,hybrid violet,Cyperaceae
ELOB2,ABAB3,Eleocharis obtusa (Willd.) Schult.,blunt spikerush,Cyperaceae
ELOB2,ELOBE2,Eleocharis obtusa (Willd.) Schult. var. ellipsoidalis Fernald ex Svens.,hybrid violet,Cyperaceae
ELOB2,ELOBG,Eleocharis obtusa (Willd.) Schult. var. gigantea (C.B. Clarke) Fernald,hybrid violet,Cyperaceae
ELOB2,ELOBJ,Eleocharis obtusa (Willd.) Schult. var. jejuna Fernald,hybrid violet,Cyperaceae
ELOB2,ELOBO2,Eleocharis obtusa (Willd.) Schult. var. obtusa,hybrid violet,Cyperaceae
ELOB2,ELOBP,Eleocharis obtusa (Willd.) Schult. var. peasei Svens.,hybrid violet,Cyperaceae
ELOB2,ELOVO,Eleocharis ovata (Roth) Roem. & Schult. var. obtusa (Willd.) Kük.,hybrid violet,Cyperaceae
ELOB2,SCOB3,Scirpus obtusus Willd.,hybrid violet,Cyperaceae
ELOL,ABAB3,Eleocharis olivacea Torr.,bright green spikerush,Cyperaceae
ELOLO,ABAB3,Eleocharis olivacea Torr. var. olivacea,bright green spikerush,Cyperaceae
ELOLO,ELFLO,Eleocharis flaccida (Rchb.) Urb. var. olivacea (Torr.) Fernald & Grisc.,hybrid violet,Cyperaceae
ELOLO,ELFLO2,Eleocharis flavescens (Poir.) Urb. var. olivacea (Torr.) Gleason,hybrid violet,Cyperaceae
ELOV,ABAB3,Eleocharis ovata (Roth) Roem. & Schult.,ovate spikerush,Cyperaceae
ELOV,ELAN3,Eleocharis annua House,hybrid violet,Cyperaceae
ELOV,ELOBH,Eleocharis obtusa (Willd.) Schult. var. heuseri Uechtr.,hybrid violet,Cyperaceae
ELOV,ELOBO,Eleocharis obtusa (Willd.) Schult. var. ovata (Roth) Drapalik & Mohlenbr.,hybrid violet,Cyperaceae
ELOV,SCOV3,Scirpus ovatus Roth,hybrid violet,Cyperaceae
ELPA3,ABAB3,Eleocharis palustris (L.) Roem. & Schult.,common spikerush,Cyperaceae
ELPA5,ABAB3,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer",dwarf spikerush,Cyperaceae
ELPA5,CHME11,Chaetocyperus membranacea Buckley,hybrid violet,Cyperaceae
ELPA5,ELCO6,Eleocharis coloradoensis (Britton) Gilly,hybrid violet,Cyperaceae
ELPA5,ELLE,Eleocharis leptos (Steud.) Svens.,hybrid violet,Cyperaceae
ELPA5,ELLEC,Eleocharis leptos (Steud.) Svens. var. coloradoensis (Britton) Svens.,hybrid violet,Cyperaceae
ELPA5,ELLEJ,Eleocharis leptos (Steud.) Svens. var. johnstonii Svens.,hybrid violet,Cyperaceae
ELPA5,ELME2,Eleocharis membranacea (Buckley) Gilly,hybrid violet,Cyperaceae
ELPA5,ELPAA,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. anachaeta (Britton) Svens.",hybrid violet,Cyperaceae
ELPA5,ELPAC,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer var. coloradoensis (Britton) Beetle",hybrid violet,Cyperaceae
ELPA5,SCNA2,Scirpus nanus Spreng.,hybrid violet,Cyperaceae
ELPA5,SCNAA,Scirpus nanus Spreng. var. anachaetus (Torr.) Britton,hybrid violet,Cyperaceae
ELPAP,ABAB3,Eleocharis palustris (L.) Roem. & Schult. var. palustris,common spikerush,Cyperaceae
ELPAP,ELCAA,Eleocharis calva Torr. var. australis (Nees) H. St. John,hybrid violet,Cyperaceae
ELPAP,ELMA6,Eleocharis mamillata auct. non (Lindb. f.) Lindb. f.,hybrid violet,Cyperaceae
ELPAP,ELPAA2,Eleocharis palustris (L.) Roem. & Schult. var. australis Nees,hybrid violet,Cyperaceae
ELPAP,ELPAM,Eleocharis palustris (L.) Roem. & Schult. var. major Sonder,hybrid violet,Cyperaceae
ELPAP,ELSM,Eleocharis smallii Britton,hybrid violet,Cyperaceae
ELPAP,ELSMM2,Eleocharis smallii Britton var. major (Sonder) Seymour,hybrid violet,Cyperaceae
ELPAP,SCPA20,Scirpus palustris L.,hybrid violet,Cyperaceae
ELQU,ABAB3,Eleocharis quadrangulata (Michx.) Roem. & Schult.,squarestem spikerush,Cyperaceae
ELQU,ELQUC,Eleocharis quadrangulata (Michx.) Roem. & Schult. var. crassior Fernald,hybrid violet,Cyperaceae
ELQU,SCQU,Scirpus quadrangulatus Michx.,hybrid violet,Cyperaceae
ELRO,ABAB3,Eleocharis robbinsii Oakes,Robbins' spikerush,Cyperaceae
ELRO2,ABAB3,Eleocharis rostellata (Torr.) Torr.,beaked spikerush,Cyperaceae
ELRO2,ELROC,Eleocharis rostellata (Torr.) Torr. var. congdonii Jeps.,hybrid violet,Cyperaceae
ELRO2,ELROO,Eleocharis rostellata (Torr.) Torr. var. occidentalis S. Watson,hybrid violet,Cyperaceae
ELRO2,SCRO6,Scirpus rostellatus Torr.,hybrid violet,Cyperaceae
ELTE,ABAB3,Eleocharis tenuis (Willd.) Schult.,slender spikerush,Cyperaceae
ELTET,ABAB3,Eleocharis tenuis (Willd.) Schult. var. tenuis,slender spikerush,Cyperaceae
ELTET,ELCA16,"Eleocharis capitata sensu S.F. Blake, non (L.) R. Br.",hybrid violet,Cyperaceae
ELTET,SCQU2,"Scirpus quadrangulatus Muhl., non Michx.",hybrid violet,Cyperaceae
ELTET,TRTE7,Trichophyllum tenue (Willd.) Farw.,hybrid violet,Cyperaceae
ELTU,ABAB3,Eleocharis tuberculosa (Michx.) Roem. & Schult.,cone-cup spikerush,Cyperaceae
ELTU,ELSI7,Eleocharis simplex (Elliott) A. Dietr.,hybrid violet,Cyperaceae
ELTU,ELTUP,Eleocharis tuberculosa (Michx.) Roem. & Schult. var. pubnicoensis Fernald,hybrid violet,Cyperaceae
ELTU,SCTU6,Scirpus tuberculosa Michx.,hybrid violet,Cyperaceae
ELUN,ABAB3,Eleocharis uniglumis (Link) Schult.,onescale spikerush,Cyperaceae
ELUN,SCUN5,Scirpus uniglumis Link,hybrid violet,Cyperaceae
ERGR8,ABAB3,Eriophorum gracile W.D.J. Koch,slender cottongrass,Cyperaceae
ERGRG2,ABAB3,Eriophorum gracile W.D.J. Koch var. gracile,slender cottongrass,Cyperaceae
ERIOP,ABAB3,Eriophorum L.,cottongrass,Cyperaceae
ERTE12,ABAB3,Eriophorum tenellum Nutt.,fewnerved cottongrass,Cyperaceae
ERTE12,ERTEM,Eriophorum tenellum Nutt. var. monticola Fernald,hybrid violet,Cyperaceae
ERVA4,ABAB3,Eriophorum vaginatum L.,tussock cottongrass,Cyperaceae
ERVAS,ABAB3,Eriophorum vaginatum L. var. spissum (Fernald) B. Boivin,tussock cottongrass,Cyperaceae
ERVAS,ERSP8,Eriophorum spissum Fernald,hybrid violet,Cyperaceae
ERVAS,ERSPE,Eriophorum spissum Fernald var. erubescens (Fernald) Fernald,hybrid violet,Cyperaceae
ERVAS,ERVAS2,Eriophorum vaginatum L. ssp. spissum (Fernald) Hultén,hybrid violet,Cyperaceae
ERVI8,ABAB3,Eriophorum virginicum L.,tawny cottongrass,Cyperaceae
ERVI9,ABAB3,Eriophorum viridicarinatum (Engelm.) Fernald,thinleaf cottonsedge,Cyperaceae
FIAU2,ABAB3,Fimbristylis autumnalis (L.) Roem. & Schult.,slender fimbry,Cyperaceae
FIAU2,FIAUM,Fimbristylis autumnalis (L.) Roem. & Schult. var. mucronulata (Michx.) Fernald,hybrid violet,Cyperaceae
FIAU2,FIGE3,Fimbristylis geminata (Nees) Kunth,hybrid violet,Cyperaceae
FIAU2,SCAU4,Scirpus autumnalis L.,hybrid violet,Cyperaceae
FIMBR,ABAB3,Fimbristylis Vahl,fimbry,Cyperaceae
FUIRE,ABAB3,Fuirena Rottb.,umbrella-sedge,Cyperaceae
FUPU,ABAB3,Fuirena pumila (Torr.) Spreng.,dwarf umbrella-sedge,Cyperaceae
FUPU,FUSQP,Fuirena squarrosa Michx. var. pumila Torr.,hybrid violet,Cyperaceae
FUPU,FUTO,Fuirena torreyana Beck,hybrid violet,Cyperaceae
KYGR,ABAB3,Kyllinga gracillima Miq.,pasture spikesedge,Cyperaceae
KYGR,CYBR2,Cyperus brevifolioides Thieret & Delahoussaye,hybrid violet,Cyperaceae
KYGR,CYBRL,Cyperus brevifolius (Rottb.) Endl. ex Hassk. var. leiolepis (Franch. & Savigny) T. Koyama,hybrid violet,Cyperaceae
KYGR,KYBR2,Kyllinga brevifolioides (Thieret & Delahoussaye) G. Tucker,hybrid violet,Cyperaceae
KYLLI2,ABAB3,Kyllinga Rottb.,spikesedge,Cyperaceae
LIMI12,ABAB3,Lipocarpha micrantha (Vahl) G. Tucker,smallflower halfchaff sedge,Cyperaceae
LIMI12,HEMI5,Hemicarpha micrantha (Vahl) Pax,hybrid violet,Cyperaceae
LIMI12,HEMIM3,Hemicarpha micrantha (Vahl) Pax var. minor (Schrad.) Friedland,hybrid violet,Cyperaceae
LIMI12,SCMI11,Scirpus micranthus Vahl,hybrid violet,Cyperaceae
LIMI12,SCMIM2,Scirpus micranthus Vahl var. minor (Schrad. ex Roem. & Schult.) B. Boivin,hybrid violet,Cyperaceae
LIPOC,ABAB3,Lipocarpha R. Br.,halfchaff sedge,Cyperaceae
RHAL3,ABAB3,Rhynchospora alba (L.) Vahl,white beaksedge,Cyperaceae
RHAL3,RHLU2,Rhynchospora luquillensis Britton,hybrid violet,Cyperaceae
RHCA11,ABAB3,Rhynchospora capillacea Torr.,needle beaksedge,Cyperaceae
RHCA11,RHCAL,Rhynchospora capillacea Torr. var. leviseta E.J. Hill ex A. Gray,hybrid violet,Cyperaceae
RHCA11,RHSM2,Rhynchospora smallii Britton,hybrid violet,Cyperaceae
RHCA12,ABAB3,Rhynchospora capitellata (Michx.) Vahl,brownish beaksedge,Cyperaceae
RHCA12,CYWE,"×Cyperus weatherbianus Fernald, nom. inval.",hybrid violet,Cyperaceae
RHCA12,RAWE,"Raymondiella weatherbiana (Fernald) B. Boivin (pro hybr.), nom. inval.",hybrid violet,Cyperaceae
RHCA12,RHGLC,Rhynchospora glomerata (L.) Vahl var. capitellata (Michx.) Kük.,hybrid violet,Cyperaceae
RHCA12,RHGLM,Rhynchospora glomerata (L.) Vahl var. minor Britton,hybrid violet,Cyperaceae
RHFU,ABAB3,Rhynchospora fusca (L.) W.T. Aiton,brown beaksedge,Cyperaceae
RHMA6,ABAB3,Rhynchospora macrostachya Torr. ex A. Gray,tall horned beaksedge,Cyperaceae
RHMA6,RHMAC,Rhynchospora macrostachya Torr. ex A. Gray var. colpophila Fernald & Gale,hybrid violet,Cyperaceae
RHSC5,ABAB3,Rhynchospora scirpoides (Torr.) A. Gray,longbeak beaksedge,Cyperaceae
RHSC5,PSCO8,Psilocarya corymbifera (C. Wright) Britton,hybrid violet,Cyperaceae
RHSC5,PSCO4,Psilocarya corymbiformis Benth.,hybrid violet,Cyperaceae
RHSC5,PSSC2,Psilocarya scirpoides Torr.,hybrid violet,Cyperaceae
RHSC5,PSSCG,Psilocarya scirpoides Torr. var. grimesii Fernald & Grisc.,hybrid violet,Cyperaceae
RHYNC3,ABAB3,Rhynchospora Vahl,beaksedge,Cyperaceae
RHYNC3,RAYMO,"Raymondiella B. Boivin, nom. inval.",hybrid violet,Cyperaceae
SCAC3,ABAB3,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve,hardstem bulrush,Cyperaceae
SCACA,ABAB3,Schoenoplectus acutus (Muhl. ex Bigelow) Á. Löve & D. Löve var. acutus,hardstem bulrush,Cyperaceae
SCACA,SCLAA,Schoenoplectus lacustris (L.) Palla ssp. acutus (Muhl. ex Bigelow) Á. Löve & D. Löve,hybrid violet,Cyperaceae
SCACA,SCAC,Scirpus acutus Muhl. ex Bigelow,hybrid violet,Cyperaceae
SCACA,SCLA80,Scirpus lacustris L. p.p.,hybrid violet,Cyperaceae
SCAM6,ABAB3,Schoenoplectus americanus (Pers.) Volkart ex Schinz & R. Keller,chairmaker's bulrush,Cyperaceae
SCAM6,SCAM2,Scirpus americanus Pers.,hybrid violet,Cyperaceae
SCAM6,SCCH5,Scirpus chilensis Nees & Meyen ex Kunth,hybrid violet,Cyperaceae
SCAM6,SCCO17,Scirpus conglomeratus Kunth,hybrid violet,Cyperaceae
SCAM6,SCOL,Scirpus olneyi A. Gray,hybrid violet,Cyperaceae
SCAM6,SCPUL2,Scirpus pungens Vahl var. longisetus Benth. & F. Muell.,hybrid violet,Cyperaceae
SCAT2,ABAB3,Scirpus atrovirens Willd.,green bulrush,Cyperaceae
SCAT4,ABAB3,Scirpus atrocinctus Fernald,blackgirdle bulrush,Cyperaceae
SCAT4,SCCYB,Scirpus cyperinus (L.) Kunth var. brachypodus (Fernald) Gilly,hybrid violet,Cyperaceae
SCCO20,ABAB3,Schoenoplectus ×contortus (Eames) S.G. Sm. [americanus × pungens],bulrush,Cyperaceae
SCCO20,SCCO2,Scirpus ×contortus (Eames) T. Koyama,hybrid violet,Cyperaceae
SCCY,ABAB3,Scirpus cyperinus (L.) Kunth,woolgrass,Cyperaceae
SCCY,SCCYC,Scirpus cyperinus (L.) Kunth var. condensatus Fernald,hybrid violet,Cyperaceae
SCCY,SCCYE8,Scirpus cyperinus (L.) Kunth var. eriophorum (Michx.) Kunth,hybrid violet,Cyperaceae
SCCY,SCCYL,Scirpus cyperinus (L.) Kunth var. laxus (A. Gray) Beetle,hybrid violet,Cyperaceae
SCCY,SCCYP,Scirpus cyperinus (L.) Kunth var. pelius Fernald,hybrid violet,Cyperaceae
SCCY,SCCYR,Scirpus cyperinus (L.) Kunth var. rubricosus (Fernald) Gilly,hybrid violet,Cyperaceae
SCCY,SCER3,Scirpus eriophorum Michx.,hybrid violet,Cyperaceae
SCCY,SCRU4,Scirpus rubricosus Fernald,hybrid violet,Cyperaceae
SCEX,ABAB3,Scirpus expansus Fernald,woodland bulrush,Cyperaceae
SCEX,SCSY80,Scirpus sylvaticus L. p.p.,hybrid violet,Cyperaceae
SCGE2,ABAB3,Scirpus georgianus Harper,Georgia bulrush,Cyperaceae
SCGE2,SCATG,Scirpus atrovirens Willd. var. georgianus (Harper) Fernald,hybrid violet,Cyperaceae
SCHA3,ABAB3,Scirpus hattorianus Makino,mosquito bulrush,Cyperaceae
SCHOE6,ABAB3,Schoenoplectus (Rchb.) Palla,bulrush,Cyperaceae
